PMNAME,PMUNIT,PMSARATE,PMPURATE,PMMRRATE,PM_GSTPER,PMGROUP
MATTAN,NOS,740,740,740,0,GENERAL
TOILET HAP 6ROLL,NOS,210,115,210,0,GENERAL
TOILET ROLL HAP 2ROLL,NOS,140,76,140,0,GENERAL
STAYFREE EX LA 20NO,NOS,220,55,220,0,GENERAL
STAMP PAD,OTHERS,45,20,45,0,GENERAL
HAPPY HOME NAPKIN,NOS,36,17,36,0,GENERAL
SOAP,NOS,10,13,10,0,GENERAL
AASIVD COW GHEE500ML,NOS,320,287.23,320,0,GENERAL
PRIRICEVERMICILL200,NOS,38.5,30.5,39,0,GENERAL
PARACHUTE 25ML,NOS,10,8.68,10,0,GENERAL
INDULEKHA SHAMPOO 200ML,NOS,234,178.69,234,0,GENERAL
PEANUT BUTTER 100GM,NOS,149,98,149,0,GENERAL
PRIYA GINGER&GARLIC PAS,NOS,22,18.5,22,0,GENERAL
MUDISU COVER 1KG,NOS,300,160,300,0,GENERAL
RICE RAW RAJA 1KG,NOS,70,52,68,0,GENERAL
KIT-KAT,OTHERS,5,4.55,5,0,GENERAL
3ROSES,NOS,40,30,30,0,GENERAL
FLOOR MAT MUSTARD,NOS,145,80,145,0,GENERAL
FLOOR MAT DIMON THICK,NOS,115,60,115,0,GENERAL
SPECKLES POUCH,NOS,20,20,20,0,GENERAL
PAR ADV SAC,NOS,120,109.09,120,0,GENERAL
PAPER PLATE 8NO,NOS,60,18,60,0,GENERAL
SKETCH BIG,NOS,30,18.5,30,0,GENERAL
FLAG 1NO,NOS,1,0.5,1,0,GENERAL
SURF EXCEL MAT FRO LQ1LR,NOS,230,188.6,230,0,GENERAL
MAGGI PICHKOO,NOS,15,12.84,15,0,GENERAL
BROWN&BLOSSOM CUST POW,NOS,35,25.24,35,0,GENERAL
KISSAN NO ONION 500GM,NOS,105,96.33,105,0,GENERAL
KISSAN PIZZA SAUC 200GM,NOS,55,41.72,55,0,GENERAL
KISSAN SCHEZWAN SAU200GM,NOS,60,55.05,60,0,GENERAL
ARIEL MATIC TL500GM,NOS,99,77.69,999,0,GENERAL
ARIEL MATIC FL500GM,NOS,109,99,109,0,GENERAL
TIDE JAS ROSE1KG,NOS,130,116.39,130,0,GENERAL
TIDE LEMON 1KG,NOS,106,91.7,106,0,GENERAL
TIDE LEMON 500GM,NOS,53,45.87,53,0,GENERAL
TIDE NAT 500GM,NOS,37,33,37,0,GENERAL
AMUL GHEE 5LR,OTHERS,2450,2190.3,2450,0,GENERAL
TIDE NAT 800GM,NOS,62,54.53,62,0,GENERAL
TIDE ULTRA 500GM,NOS,65,58.07,65,0,GENERAL
PANTENE SHAM 5ML,NOS,2,0.86,2,0,GENERAL
LIPTON YELLOW 250GM,NOS,300,280.37,300,0,GENERAL
DOVE 4*75GM,NOS,123,109.33,123,0,GENERAL
HAMAM 4*100,NOS,132,121,132,0,GENERAL
HALDI PUNJABI TADKA,NOS,30,23,23,0,GENERAL
HALDI ALU LACCHA 100,NOS,25,25,25,0,GENERAL
HALDI KAJU NAMKEEN 40GM,NOS,40,40,40,0,GENERAL
RANGOON MOCHI 1KG,NOS,158,90,158,0,GENERAL
AACHI CHANNA MASALA50G,OTHERS,32,26.81,32,0,GENERAL
RANGOON MOCHAI 500GM,NOS,78,60,60,0,GENERAL
PEETON NUDS 1KG,NOS,1400,620,1400,0,GENERAL
PEETON NUDS 100GM,NOS,120,80,120,0,GENERAL
LIFEBOOY HAND SANI 30ML,NOS,35,22.73,35,0,GENERAL
SUNLIGHT SOAP 150GM,NOS,20,18.51,20,0,GENERAL
BINGO MAD PERI PERI,NOS,20,10,20,0,GENERAL
MOP 4PATTI GOLD R(J),NOS,140,56,125,0,GENERAL
MOP BIG T BANIAN(R),NOS,115,36.6,115,0,GENERAL
BROOM JUMBO(J),NOS,182,109,182,0,GENERAL
KASARI POWDER,NOS,3,3,3,0,GENERAL
LION DATES B.BOX 500g,OTHERS,220,204.34,220,0,GENERAL
HAPPY DAY(L&H)GREENTEA,NOS,145,70,145,0,GENERAL
HAPPY HOME TOILET CLE,NOS,156,68,156,0,GENERAL
SURF EXCEL LIQUID 1LR,NOS,199,146.28,170,0,GENERAL
LOLLI POP ZUPI,NOS,10,8,10,0,GENERAL
MODERN CHO DINESH BUN,NOS,13,8.5,13,0,GENERAL
HAPPY FABRIC CON 1LR,NOS,210,125,210,0,GENERAL
HAPPY HOME POWER,NOS,98,98,98,0,GENERAL
GROFERS MOTHER'S CHOICE PISTACHIOS,NOS,50,317,50,0,GENERAL
MANNA BADAM MIX,NOS,20,105,20,0,GENERAL
SUNLAND OIL,NOS,1,1,1,0,GENERAL
LION DATES W.BOX 250g,OTHERS,124,107.82,124,0,GENERAL
CREMICA MAYONAISE,NOS,75,79,75,0,GENERAL
REAL FRUIT LITCHI,NOS,110,82,115,0,GENERAL
OMAM 100G,NOS,55,26,15,0,GENERAL
SURF EXCL MTC TP 500GM,NOS,112,103.7,112,0,GENERAL
VIM LIQD 225 ML,NOS,40,40,40,0,GENERAL
QUAKER OATS 200GM,NOS,44,38,44,0,GENERAL
PLASTIC TUMLER 1NO,NOS,10,5,10,0,GENERAL
PLASTIC BUCKET(SUN)5,NOS,90,47,90,0,GENERAL
GALAXY 30GM,NOS,40,35.41,40,0,GENERAL
HAPPY DAY COC WATER,NOS,40,40,40,0,GENERAL
SURFEXCEL MAGIC 500 G,OTHERS,104,81.75,95,0,GENERAL
MANNA BADAM MIX 200GM,NOS,105,1,105,0,GENERAL
RAJARAM CHESE BALLS,NOS,20,16,20,0,GENERAL
COMB ROUND,NOS,15,6.5,15,0,GENERAL
SKC GHEE 500ML,NOS,358,289,358,0,GENERAL
SKC GHEE 200ML,NOS,150,122,150,0,GENERAL
TOILET DESCALER 500GM,NOS,46,28,46,0,GENERAL
OZONE PHENOIL(S)1LR,NOS,92,73.61,92,0,GENERAL
SANI CUBES 200GM,NOS,79,38,79,0,GENERAL
ODOMOS ROLL ON,NOS,75,63,75,0,GENERAL
BLEACHING POW 500GM,NOS,50,24,40,0,GENERAL
AACHI GIN&GARLI PAS 100GM,NOS,30,24.46,30,0,GENERAL
AACHI APPALAM 150GM,NOS,54,28.5,54,0,GENERAL
AACHI SUKKU MALLI POW 50G,NOS,26,19.96,25,0,GENERAL
TOILET BRUSH(S)BEND,NOS,55,21,55,0,GENERAL
TOILET BRUSH(R)BAZ,NOS,70,25,70,0,GENERAL
BAG NORMAL,NOS,375,240,375,0,GENERAL
BAG ZIP,NOS,465,330,465,0,GENERAL
RF SANDAL 160G,NOS,149,149,149,0,GENERAL
RF LEMON,NOS,140,140,140,0,GENERAL
RF LAV 160G,NOS,140,140,140,0,GENERAL
TRUCK TOY,OTHERS,85.5,0,90,0,GENERAL
RF ROSE 160G,NOS,140,140,140,0,GENERAL
SANITIZER 1L,NOS,159,63,63,0,GENERAL
DOVE OILCARE SHAMPOO,NOS,70,70,70,0,GENERAL
DOVE CONDITIONER,NOS,180,167.55,190,0,GENERAL
DOVE HAIR SHAMPOO,NOS,55,55,55,0,GENERAL
MANGAL DEEP CUP SA,NOS,75,57.15,75,0,GENERAL
HAND BRUSH BIG,NOS,165,82,165,0,GENERAL
HAND BRUSH SMALL,NOS,58,28,58,0,GENERAL
DUST STICK PLAT,NOS,145,72,145,0,GENERAL
DUSTER BROOM,NOS,175,70,225,0,GENERAL
CAD SILK ROAST ALM 55g,OTHERS,70,71.43,70,0,GENERAL
MOP ITALIAN,NOS,120,54,120,0,GENERAL
MOP LONDON MALCO,NOS,130,63,130,0,GENERAL
MOP DODIE,NOS,135,69,135,0,GENERAL
MOP SPANISH,NOS,125,60,120,0,GENERAL
MOP MEXICAN,NOS,125,61.5,125,0,GENERAL
MODERN WHEAT POORI,NOS,40,35,40,0,GENERAL
VIP  SHAMPOO 40ML,NOS,120,79.5,120,0,GENERAL
7 O CLK RAZER,NOS,80,22,80,0,GENERAL
VICKS INHALER,NOS,59,44.97,55,0,GENERAL
VICKS DROPS 280J,NOS,270,270,270,0,GENERAL
PUJJA OIL 500 G,OTHERS,9.5,0,10,0,GENERAL
PREMIER KITCHEN SIN,NOS,75,57.69,70,0,GENERAL
STAPLES BIG,NOS,15,15,15,0,GENERAL
HOT CHOCALATE,NOS,165,165,165,0,GENERAL
BOURNVITA BIS,NOS,10,10,10,0,GENERAL
CAD 6.6X72U CBE,NOS,5,5,5,0,GENERAL
CAD 13.2G X 56U,NOS,10,9.09,10,0,GENERAL
GST,NOS,1,1,1,0,GENERAL
NAIL POLISH,NOS,60,60,60,0,GENERAL
MOP STEAL REFIL,NOS,180,95,175,0,GENERAL
KLF VIRGIN 100ML,OTHERS,50,42,50,0,GENERAL
NAILPOLISE FLAUNT,NOS,75,48.75,75,0,GENERAL
EYELINER HUNNY BUNNY,NOS,115,74.25,115,0,GENERAL
NAIL REMOVER MOD,NOS,99,64.35,99,0,GENERAL
CANDY SWEETS,NOS,20,20,20,0,GENERAL
SAFAA RUSK,NOS,30,25,25,0,GENERAL
SAKTHI GARAM MASALA,NOS,35,35,35,0,GENERAL
HAND SANITIZER,NOS,159,41,82,0,GENERAL
KWALITY CHOCOBAR 70ML,NOS,20,16.67,20,0,GENERAL
KWALITY CHOCO ALMOND 700ML,NOS,170,137.5,170,0,GENERAL
JAYA ATTA 1 KG,OTHERS,18.05,0,19,0,GENERAL
HIT GEL STICK,NOS,30,26.18,30,0,GENERAL
CALCULAR,NOS,198,110,160,0,GENERAL
GODREJ SHIKAKAI,NOS,20,17.48,20,0,GENERAL
HIT ANTI ROACH,NOS,249,219.53,249,0,GENERAL
GENTEEL WASHOMATIC1KG,NOS,190,161.85,190,0,GENERAL
HAPPY HOME 75GM,NOS,64,31,64,0,GENERAL
HERSHEYS CHO SYRUP623G,NOS,220,187,220,0,GENERAL
HAPPY HOME TOI ROLL 6NO,NOS,210,96,210,0,GENERAL
HAPPY DAY HONEY100GM,NOS,59,27,59,0,GENERAL
HAPPYDAY PEANUT BUTTER925GM,NOS,285,192,285,0,GENERAL
JAYA RAVA 250 G,OTHERS,5.7,0,6,0,GENERAL
BLACK GRAPES 1KG,NOS,600,260,600,0,GENERAL
BLACK GRAPES 100GM,NOS,68,29.5,60,0,GENERAL
MOUN DEW 600ML,NOS,40,32.4,40,0,GENERAL
CB MILK COFFE200ML,NOS,30,25.66,30,0,GENERAL
CB MILK CHOCO200ML,NOS,35,29.67,35,0,GENERAL
ROSE WATER 350ML,NOS,49,35,35,0,GENERAL
PAPER PLATE,NOS,5,5,5,0,GENERAL
REF SUNFLOWER OIL1LR,NOS,130,96,130,0,GENERAL
GROUNDNUT RAW 1KG,NOS,180,140,180,0,GENERAL
JAYA KADALAI MAVU 500 G,OTHERS,20.9,0,22,0,GENERAL
REF RICE BRAN1LR,NOS,135,96,135,0,GENERAL
LAMP OIL 1LR PET,NOS,200,149.99,200,0,GENERAL
LAMP OIL500ML PET,NOS,95,75,95,0,GENERAL
DISCOUNT,NOS,73.84,73.84,73.84,0,GENERAL
SET WET 250ML,NOS,199,130.03,199,0,GENERAL
CUTTER 18,NOS,40,12,50,0,GENERAL
ZIP LOCK 5*7 100G,NOS,3,95,3,0,GENERAL
ZIP LOCK 4*6 50G,NOS,2,2,2,0,GENERAL
ZIP LOCK 6*8 200G,NOS,4,4,4,0,GENERAL
JAYA KADALAI MAVU 200 G,OTHERS,8.55,0,9,0,GENERAL
ZIP LOCK 8*10 1KG,NOS,8,215,8,0,GENERAL
ZIP LOCK 10*12,NOS,15,436,15,0,GENERAL
MILKY MIST CURD 100GM,NOS,10,8.5,10,0,GENERAL
SUNSILK SMP6ML,NOS,1,0.8,1,0,GENERAL
FEVICOL 105GM,NOS,50,44,50,0,GENERAL
FABER CASTELL,NOS,20,14,20,0,GENERAL
SCALE SMALL 1NO,NOS,5,3.5,5,0,GENERAL
MAMBALAM GARLIC200GM,NOS,71,56.35,71,0,GENERAL
MAMBALAM GINGER200GM,NOS,72,57.12,72,0,GENERAL
MAMBALAM TO&GAR200GM,NOS,75,59.08,75,0,GENERAL
TIDE 1 KG,OTHERS,120,95.74,110,0,GENERAL
MONARCH SCISSORS,OTHERS,19.95,0,21,0,GENERAL
MAMBALAM LEMON200GM,NOS,55,43.56,55,0,GENERAL
MAMBALAM AVA MANGO200GM,NOS,57,45.58,57,0,GENERAL
BRI TREAT,NOS,10,22.73,10,0,GENERAL
MILKY MIST BUTTER100GM,NOS,58,52,58,0,GENERAL
MAGGI HOT&SWEET SAUCE1KG,NOS,155,124,155,0,GENERAL
AYUSH TOOTHPASTE24G,NOS,10,10,10,0,GENERAL
FAL ADV MV 9G,NOS,9,9,9,0,GENERAL
AM PAIN BALM 50ML,NOS,125,106.83,125,0,GENERAL
AM ROLL ON,NOS,35,29.91,35,0,GENERAL
PEPSODENT SALT 100G,NOS,50,50,50,0,GENERAL
R-R-S ORID DHAL 500 G,OTHERS,21.85,0,23,0,GENERAL
PEP GC 50G,NOS,20,20,20,0,GENERAL
PONDS WHITEBEATY7G,NOS,10,8.04,10,0,GENERAL
R-R-S ORID DHAL 250 G,OTHERS,11.4,0,12,0,GENERAL
R-R-S TOOR DHAL 500 G,OTHERS,21.85,0,23,0,GENERAL
R-R-S TOOR DHAL 250 G,OTHERS,11.4,0,12,0,GENERAL
R-R-S GRAM DHAL 1 KG,OTHERS,38,0,40,0,GENERAL
R-R-S GRAM DHAL 500 G,OTHERS,19,0,20,0,GENERAL
PONDS WB 18G,NOS,120,120,120,0,GENERAL
PONDS WB 12G,NOS,40,40,40,0,GENERAL
PONDS SANDAL50G,NOS,70,63.64,70,0,GENERAL
R-R-S GRAM DHAL 250 G,OTHERS,9.5,0,10,0,GENERAL
PAPER CUP 210ML,NOS,125,60,125,0,GENERAL
DONNAI 1NO,NOS,1,0.4,1,0,GENERAL
MILKY MIST BUTTER500GM,NOS,275,255,275,0,GENERAL
SAVLON HAND SANI,NOS,49,37.14,49,0,GENERAL
GILLETTE FUSION RAZR,NOS,350,303.13,350,0,GENERAL
GILL VECTORCART 4,NOS,110,95.27,110,0,GENERAL
GILL VECTOR RAZR,NOS,65,56.29,65,0,GENERAL
GILLGUARDCART 6,NOS,50,39.77,50,0,GENERAL
SLICE 250ML,NOS,35,27,35,0,GENERAL
R-R-S MOONG DHAL-A,OTHERS,43.7,0,46,0,GENERAL
CHOCO 500 J,NOS,299,299,299,0,GENERAL
FAIR&LOVELY BB CREAM,NOS,85,85,85,0,GENERAL
VASELINE LIP 10G,NOS,45,45,45,0,GENERAL
VASELINE 20G,NOS,45,36.27,45,0,GENERAL
VASELINE 42G,NOS,49,44.55,49,0,GENERAL
VASELINE 7G,NOS,5,4.18,5,0,GENERAL
VASELINE 85G,NOS,99,90,99,0,GENERAL
PONDS STARLIGHT 30G,NOS,20,20,20,0,GENERAL
PONDS MAGIC 100G,NOS,110,110,110,0,GENERAL
POOJA OIL 500ML,NOS,64,64,64,0,GENERAL
R-R-S MOONG DHAL-B,OTHERS,21.85,0,23,0,GENERAL
REVIVE LIQ 95GM,NOS,34,30.91,34,0,GENERAL
REVIVE AB 50GM,NOS,17,15.46,17,0,GENERAL
PAR JAS 190ML,NOS,72,65.61,72,0,GENERAL
MANIMARK PEANUT BALLS,NOS,35,26.25,35,0,GENERAL
MANIMARK PORIURUNDAI,NOS,30,30,30,0,GENERAL
MANIMARK NICE,NOS,25,25,25,0,GENERAL
KWALITY CLOUD BITE,NOS,20,20,20,0,GENERAL
KWALITY ORANGE BAR,NOS,10,10,10,0,GENERAL
KWALITY TENDER COC,NOS,50,50,50,0,GENERAL
KWALITY BLK CURRANT 700ML\,NOS,165,165,165,0,GENERAL
LIFEBOY 90 G,OTHERS,30,25.2,30,0,GENERAL
WHEEL 800 G,OTHERS,55,48.98,55,0,GENERAL
R-R-S MOONG DHAL-C,OTHERS,11.4,0,12,0,GENERAL
KWALITY CHOCO BROWNIE 700ML,NOS,249,249,249,0,GENERAL
KWALITY TENDER COC 700ML,NOS,199,199,199,0,GENERAL
KWALITY WATERMELON 60ML,NOS,15,15,15,0,GENERAL
AIRWICK 250ML,NOS,379,263.18,379,0,GENERAL
HARPIC STBL750 ML,NOS,141,141,141,0,GENERAL
LIZOL LEMON400ML,NOS,98,74,74,0,GENERAL
LIZOL PINK400ML,NOS,74,74,74,0,GENERAL
MORTIEN INSECT35ML,NOS,129,129,129,0,GENERAL
MILKYMIST C.SLI10NO,NOS,140,120,140,0,GENERAL
MILKYMIST C.SLI5NO,NOS,75,65,75,0,GENERAL
R-R-S SUGAR 500 G,OTHERS,7.6,0,8,0,GENERAL
MILKYMIST C.BUTT500GM,NOS,275,260,275,0,GENERAL
RICE RAW MAYURI1KG,NOS,48,26.4,48,0,GENERAL
RICE BOIL KRISGOLD1KG,NOS,58,28,52,0,GENERAL
MILKYMIST CHESSE CUBE30NO,NOS,365,320,365,0,GENERAL
PATANJALI HONEY 500GM,NOS,145,120.83,145,0,GENERAL
PATANJALI HONEY 250GM,NOS,75,64.5,75,0,GENERAL
DABUR COCO MILK200ML,NOS,75,64.22,75,0,GENERAL
DABUR HONEY 250GM,NOS,99,156.13,99,0,GENERAL
GREEN PATTNI 500 G,OTHERS,14.25,0,15,0,GENERAL
AMULYA 200GM,NOS,85,78.28,84,0,GENERAL
AASHIRVAAD ATTA2KG,NOS,109,97.17,109,0,GENERAL
AASHIRVAAD ATTA10KG,NOS,490,450,490,0,GENERAL
RICE BOILED SIVAJI1KG,NOS,70,54,70,0,GENERAL
NAGA RAVA500g,OTHERS,36,28,36,0,GENERAL
NAGA RAVA1kg,OTHERS,70,55,65,0,GENERAL
SURF EXL MTC LIQ TL1LR,OTHERS,199,163.18,199,0,GENERAL
ASWINI HAIE OIL 200 ML,OTHERS,142,123.5,142,0,GENERAL
ASWINI HAIR OIL 100 ML,OTHERS,74,64.36,74,0,GENERAL
HEAD&SHOULDERS 70 ML,OTHERS,72,50.5,68,0,GENERAL
ASWINI HAIR OIL 50 ML,OTHERS,40,34.78,40,0,GENERAL
VATIKA 100 ML,OTHERS,36.1,0,38,0,GENERAL
VATIKA 50 ML,OTHERS,18.05,0,19,0,GENERAL
CLINIC PLUS 200 ML,OTHERS,105,92.6,105,0,GENERAL
SUNSILK 100 ML,OTHERS,69,43.2,69,0,GENERAL
CLINIC ALL CLEAR 100 ML,OTHERS,65,55.85,65,0,GENERAL
HEAD&SHOULDERS 90 ML,OTHERS,65.55,53.9,69,0,GENERAL
PANTEEN 100 ML,OTHERS,64,52.67,64,0,GENERAL
ARIEL 500 G,OTHERS,99,78.37,95,0,GENERAL
SUNSILK SHAMPOO 40 ML,OTHERS,50,44.09,45,0,GENERAL
MEERA SHAMPOO 100 ML,OTHERS,118,95.58,118,0,GENERAL
MEERA SHAMPOO 40 ML,OTHERS,137,120.31,137,0,GENERAL
VATIKA SHAMPOO 50 ML,OTHERS,18.05,0,19,0,GENERAL
VATIKA SHAMPOO 100 ML,OTHERS,50.35,0,53,0,GENERAL
ARIEL 200 G,OTHERS,45,35.2,45,0,GENERAL
SUNSILK SHAMPOO 200 ML,OTHERS,230,192.79,230,0,GENERAL
VATIKA SHAMPOO 200 ML,OTHERS,84,0,82,0,GENERAL
SHILPA SCISSORS,OTHERS,10.45,0,11,0,GENERAL
AIRTEL 9444388678,NOS,2,2,46,0,GENERAL
WATERMELON,OTHERS,48,18,48,0,GENERAL
KLF COCONUT OIL500ML,OTHERS,157,130.83,157,0,GENERAL
MI LEMON GINGERSYUP,OTHERS,160,134.99,160,0,GENERAL
NICE AVUL,OTHERS,9.5,0,10,0,GENERAL
PONVANDU SOAP 150 G,OTHERS,4.75,0,5,0,GENERAL
LIPTON HONEY LEMON 10S,OTHERS,60,54.55,60,0,GENERAL
BUTTER PAPER,OTHERS,10,2.75,10,0,GENERAL
WHISPER CHOICE WINGS,OTHERS,30,37.84,30,0,GENERAL
WHISPER REGULAR,OTHERS,143,69.55,143,0,GENERAL
STAY FREE SECURE,OTHERS,40,35.71,39,0,GENERAL
STAY FREE EXTRA LARGE,OTHERS,24.7,60,26,0,GENERAL
WHISPER XL(10 PS),OTHERS,165,145.7,165,0,GENERAL
WHISPER WINGS (8PS),OTHERS,80,69.92,80,0,GENERAL
WHISPER ULTRA (XL),OTHERS,165,0,165,0,GENERAL
PHENOIL 700 ML,OTHERS,58,38,58,0,GENERAL
STAYFREE SEC DRY 7S,OTHERS,96,79.73,96,0,GENERAL
WHISPER ALUWERA,OTHERS,32,26.72,32,0,GENERAL
WHISPER REGULAR (20 PS),OTHERS,232,196.64,232,0,GENERAL
KRISHNA RICE 25 KG (B),OTHERS,570,0,600,0,GENERAL
PARA ADV HOTOIL300ML,OTHERS,228,164,228,0,GENERAL
PARA ADV AYUR HOTOIL100M,OTHERS,110,100,110,0,GENERAL
HUGGIES (5+1),OTHERS,73.15,0,77,0,GENERAL
PAMPERS ( XL),OTHERS,56,47.73,56,0,GENERAL
PAMPERS (LA),OTHERS,96,80.41,96,0,GENERAL
ACID 500 ML,OTHERS,45,22,40,0,GENERAL
PAMPERS,OTHERS,112,93.82,112,0,GENERAL
WHISPER ULTRA,OTHERS,40,55.57,40,0,GENERAL
HUGGIES (XL),OTHERS,81.7,0,86,0,GENERAL
HUGGIES (LA),OTHERS,76.95,0,81,0,GENERAL
HUGGIES NAPPI PADS,OTHERS,27.55,0,29,0,GENERAL
HUGGIES CARE,OTHERS,39.9,0,42,0,GENERAL
UJALA 75 ML,OTHERS,25,22.77,26,0,GENERAL
LUX SOAP52g,OTHERS,32,29.19,32,0,GENERAL
QMUM WATER 500 ML,OTHERS,19.95,0,21,0,GENERAL
LUX CREAMY WHITE 75 G,OTHERS,10,8.94,10,0,GENERAL
HARPIC 200 ML,OTHERS,44,37.4,44,0,GENERAL
HARPIC 500 ML,OTHERS,89,79.64,86,0,GENERAL
HARPIC 500ml Red,OTHERS,95,80.75,95,0,GENERAL
VIM DROP 500 ML,OTHERS,109,94.31,105,0,GENERAL
PHENOIL 450 ML,OTHERS,45,27,45,0,GENERAL
DOMEX FLOOR 500ml,OTHERS,99,70.87,99,0,GENERAL
VIM- DROP 200 ML,OTHERS,20,17.4,20,0,GENERAL
PRIL 120 ML,OTHERS,45,38.33,45,0,GENERAL
COLIN 500ml,OTHERS,98,82.67,93,0,GENERAL
ORANGE MENS DEO150ML,OTHERS,190,78,190,0,GENERAL
MAGIC 250 ML,OTHERS,23.75,0,25,0,GENERAL
KINLET WATER1LR,OTHERS,20,13.67,20,0,GENERAL
RO FLYMO,OTHERS,50,40,50,0,GENERAL
RAJARAM GROUND 100g,OTHERS,36,28,30,0,GENERAL
KIWI CLEAN 500ML,OTHERS,25,0,25,0,GENERAL
TEEPOL LEMON 500ML,OTHERS,50.35,0,53,0,GENERAL
TEX YOILET CLEANER 500ML,OTHERS,43.7,0,46,0,GENERAL
TEX YOILET CLEANER 100ML,OTHERS,9.03,0,9.5,0,GENERAL
LIZOL 2LR,OTHERS,380,329.09,380,0,GENERAL
ROBIN FABRIC STAIN REMOVER 500ML,OTHERS,22.8,0,24,0,GENERAL
ROBIN DAZZLING 100ML,OTHERS,17.1,31.81,18,0,GENERAL
CHANDRIKA  75 G,OTHERS,35,28.23,26,0,GENERAL
LIQUID SOAP OIL,OTHERS,26.6,0,28,0,GENERAL
ROBIN LIQUID BLUE 75ML,OTHERS,9.5,0,10,0,GENERAL
DETTOL SOAP COOL 42g,OTHERS,10,9.03,10,0,GENERAL
DETTOL ORIGI PUMP 200ML,OTHERS,99,87,99,0,GENERAL
ROBIN DAZZLING 200ML,OTHERS,68,60.74,68,0,GENERAL
HEAD&SHOULDERS 72ML,OTHERS,68,59.66,68,0,GENERAL
COMFORT 200ML,OTHERS,65,55.97,65,0,GENERAL
UJALA STIFF SHINE 200ML,OTHERS,55,48,55,0,GENERAL
ROBIN BLUE 50ML,OTHERS,17.1,0,18,0,GENERAL
VIM DROP 150ML,OTHERS,50,45.83,50,0,GENERAL
LUX PROVOC 75GM,OTHERS,13.3,0,14,0,GENERAL
NANNARI SYRUP 700 ML,OTHERS,150,120.01,150,0,GENERAL
LIFEBOY TOTAL 115GM,OTHERS,28,24.9,28,0,GENERAL
LIFEBOY SKIN GUARD 75 G,OTHERS,13.3,0,14,0,GENERAL
LIFEBOY CLEAR SKIN 75GM,OTHERS,25,9.45,13,0,GENERAL
MOP STICK LAMINAT(J),OTHERS,50,19,50,0,GENERAL
LUX 100GM,OTHERS,13.3,0,14,0,GENERAL
LIRIL 75GM,OTHERS,36,32.67,36,0,GENERAL
LUX 400GM,OTHERS,108,78,108,0,GENERAL
LUX 75GM,OTHERS,50,44.44,50,0,GENERAL
LUX 50GM,OTHERS,5.23,0,5.5,0,GENERAL
LIFEBOY TOTAL 42GM,OTHERS,10,9.09,10,0,GENERAL
GILL GUARD RAZOR,OTHERS,100,82.03,88,0,GENERAL
LIFEBOY TOTAL 90GM,OTHERS,10.45,0,11,0,GENERAL
LIFEBOY CARE 90GM,OTHERS,29,26,29,0,GENERAL
LIFEBOY CLEAR SKIN 125GM,OTHERS,25,21.07,25,0,GENERAL
BINGO CREAM & ONI,OTHERS,10,8.68,10,0,GENERAL
BINGO MAD ACHAARI,OTHERS,20,0,20,0,GENERAL
SURF EXCEL 75GM,OTHERS,16,8.58,10,0,GENERAL
RIN ADVANCED SOAP 130GM,OTHERS,5,4.63,5,0,GENERAL
RIN MATIC LIQ430ML,OTHERS,65,43.25,65,0,GENERAL
RIN SUPREME 400GM,OTHERS,42,37.54,42,0,GENERAL
RIN SUPREME 125GM,OTHERS,10,9.16,10,0,GENERAL
RIN ADVANCED 250GM,OTHERS,16,9.21,10,0,GENERAL
TOOTHPOLY PICK 1,OTHERS,50,11,50,0,GENERAL
VIM BAR 300gm,OTHERS,24,20.15,22,0,GENERAL
BINGO TOMATO CHIPS,OTHERS,20,0,20,0,GENERAL
SABENA DISH WASH BAR 400GM,OTHERS,45,38.5,45,0,GENERAL
SABENA DISH WASH BAR 200GM,OTHERS,10,8.9,6,0,GENERAL
SURF EXCEL BLUE 750GM,OTHERS,18,64.22,124,0,GENERAL
SURF EXCEL BLUE 1-500,OTHERS,66,119.53,132,0,GENERAL
CYCLE AGARBATHI,OTHERS,15,12.5,15,0,GENERAL
WHEEL 850GM,OTHERS,18.05,29.85,19,0,GENERAL
SURF EXCEL 2KG,OTHERS,530,378,530,0,GENERAL
RIN ADVANCED 4-500KG,OTHERS,42,89,42,0,GENERAL
SURF EXCEL 200GM,OTHERS,26,0,26,0,GENERAL
RIN POWDER 175GM,OTHERS,10,8.86,10,0,GENERAL
RIN POWDER 85GM,OTHERS,4.75,0,5,0,GENERAL
SCALE PLASTIC LONG30MM,OTHERS,12,7.5,12,0,GENERAL
P-M AGARBATHI,OTHERS,9.5,0,10,0,GENERAL
DOMEX Toilet 500ml,OTHERS,90,75.68,144,0,GENERAL
MINUTE MAID 400ML,OTHERS,35,16.83,20,0,GENERAL
SMART WATER 750ML,OTHERS,50,34.58,50,0,GENERAL
COLOUR 250ML,OTHERS,25,20,25,0,GENERAL
PAR ADV MEN100JAR,OTHERS,85,77.27,85,0,GENERAL
MAAZA 150ML,OTHERS,10,8,10,0,GENERAL
RICE RAW HORSE 1KG,OTHERS,72,52.8,68,0,GENERAL
PAPER RULED 1NO,OTHERS,2,0.63,2,0,GENERAL
FILE SPRING 1NO,OTHERS,22,12,22,0,GENERAL
FILE TAG 1NO,OTHERS,22,10.8,22,0,GENERAL
MOP BISON ROYAL SET,OTHERS,180,95.58,175,0,GENERAL
FEV GUM 1NO,OTHERS,6,4,6,0,GENERAL
SABJA SEED 100G,OTHERS,58,25,30,0,GENERAL
BAJAJ ALMOND 300ML,OTHERS,185,168.37,185,0,GENERAL
